field,region,land_type,fertility_score,season,crop,crop_predecessor,area,hybrid,seed_origin,technology,yield_plan,p2o5,k2o,humus,ph,soil,key,yield_plan_full
62.17.01.021.00,Рязань,пашня,4.0,2024,Чечевица зеленая,"Залежь, лес",103.5,Кермит,Свои,классическая с плугом,1.9,5.83,150.7,5.61,6.71,Серые лесные,"(2024, '62.17.01.021.00')",0.5
62.17.01.022.00,Рязань,пашня,4.0,2024,Яр.пшеница мягкая,"Залежь, лес",340.29,Ликамеро,Свои,минимальная,3.9,5.72,101.2,5.61,7.92,Серые лесные,"(2024, '62.17.01.022.00')",1.0
62.17.01.025.00,Рязань,пашня,4.0,2024,Соя,"Залежь, лес",68.84,Альта,Свои,минимальная,1.9,5.17,181.5,75.72,6.6,Серые лесные,"(2024, '62.17.01.025.00')",0.5
62.17.01.026.00,Рязань,пашня,4.0,2024,Соя,"Залежь, лес",69.36,Альта,Свои,минимальная,1.9,5.94,99.0,76.3,6.16,Серые лесные,"(2024, '62.17.01.026.00')",0.5
62.17.01.027.00,Рязань,пашня,4.0,2024,Соя,"Залежь, лес",93.83,Альта,Свои,минимальная,1.9,5.83,181.5,5.61,7.15,Серые лесные,"(2024, '62.17.01.027.00')",0.5
62.17.01.028.00,Рязань,пашня,4.0,2024,Чечевица зеленая,"Залежь, лес",71.66,Кермит,Свои,классическая с плугом,1.9,5.39,130.9,78.83,6.38,Серые лесные,"(2024, '62.17.01.028.00')",0.5
62.17.08.001.00,Рязань,пашня,4.0,2024,Чечевица зеленая,"Залежь, лес",78.19,Рэдкот,Свои,классическая с плугом,1.9,6.16,128.7,86.01,7.59,Серые лесные,"(2024, '62.17.08.001.00')",0.5
62.17.08.002.00,Рязань,пашня,4.0,2024,Оз.пшеница мягкая,"Залежь, лес",244.75,Тайгета,Свои,минимальная,4.9,5.5,102.3,98.01,6.82,Серые лесные,"(2024, '62.17.08.002.00')",1.0
62.17.08.004.00,Рязань,пашня,4.0,2024,Оз.пшеница мягкая,"Залежь, лес",417.3,Бирюза,Покупные,классическая с плугом,4.9,5.28,82.5,5.61,7.15,Серые лесные,"(2024, '62.17.08.004.00')",1.0
62.17.08.005.00,Рязань,пашня,4.0,2024,Соя,"Залежь, лес",296.57,Альта,Свои,минимальная,1.9,0.0,0.0,0.0,0.0,Серые лесные,"(2024, '62.17.08.005.00')",1.0
62.17.08.006.00,Рязань,пашня,4.0,2024,Чечевица зеленая,"Залежь, лес",149.25,Рэдкот,Свои,классическая с плугом,1.9,0.0,0.0,0.0,0.0,Серые лесные,"(2024, '62.17.08.006.00')",0.75
62.17.08.007.00,Рязань,пашня,4.0,2024,Соя,"Залежь, лес",95.95,Аргента,Свои,минимальная,1.9,0.0,0.0,0.0,0.0,Серые лесные,"(2024, '62.17.08.007.00')",0.5
62.17.08.008.00,Рязань,пашня,4.0,2024,Соя,"Залежь, лес",48.51,Пруденс,Свои,минимальная,1.9,0.0,0.0,0.0,0.0,Серые лесные,"(2024, '62.17.08.008.00')",0.5
62.17.08.009.00,Рязань,пашня,4.0,2024,Соя,"Залежь, лес",17.52,Пруденс,Свои,минимальная,1.9,0.0,0.0,0.0,0.0,Серые лесные,"(2024, '62.17.08.009.00')",0.25
62.17.08.010.00,Рязань,пашня,4.0,2024,Соя,"Залежь, лес",23.93,Пруденс,Свои,минимальная,1.9,0.0,0.0,0.0,0.0,Серые лесные,"(2024, '62.17.08.010.00')",0.25
62.17.08.011.00,Рязань,пашня,4.0,2024,Соя,"Залежь, лес",83.17,Лидер,Свои,минимальная,1.9,0.0,0.0,0.0,0.0,Серые лесные,"(2024, '62.17.08.011.00')",0.5
62.17.08.012.00,Рязань,пашня,4.0,2024,Соя,"Залежь, лес",358.31,Пруденс,Свои,минимальная,1.9,0.0,0.0,0.0,0.0,Серые лесные,"(2024, '62.17.08.012.00')",1.0
62.17.08.013.00,Рязань,пашня,4.0,2024,Соя,"Залежь, лес",299.62,Аргента,Покупные,минимальная,1.9,0.0,0.0,0.0,0.0,Серые лесные,"(2024, '62.17.08.013.00')",1.0
62.17.08.014.00,Рязань,пашня,4.0,2024,Соя,"Залежь, лес",338.63,Лидер,Свои,минимальная,1.9,0.0,0.0,0.0,0.0,Серые лесные,"(2024, '62.17.08.014.00')",1.0
62.17.08.015.00,Рязань,пашня,4.0,2024,Яр.пшеница мягкая,"Залежь, лес",141.54,Ликамеро,Свои,классическая с плугом,3.9,0.0,0.0,0.0,0.0,Серые лесные,"(2024, '62.17.08.015.00')",1.0
62.17.08.016.00,Рязань,пашня,4.0,2024,Яр.пшеница мягкая,"Залежь, лес",93.2,Ликамеро,Свои,минимальная,3.9,0.0,0.0,0.0,0.0,Серые лесные,"(2024, '62.17.08.016.00')",0.75
62.17.08.017.00,Рязань,пашня,4.0,2024,Соя,"Залежь, лес",116.3,Аргента,Свои,минимальная,1.9,0.0,0.0,0.0,0.0,Серые лесные,"(2024, '62.17.08.017.00')",0.75
62.17.08.018.00,Рязань,пашня,4.0,2024,Соя,"Залежь, лес",232.03,Аргента,Свои,минимальная,1.9,0.0,0.0,0.0,0.0,Серые лесные,"(2024, '62.17.08.018.00')",0.75
62.17.08.019.00,Рязань,пашня,4.0,2024,Соя,"Залежь, лес",640.63,Лидер,Свои,минимальная,1.9,0.0,0.0,0.0,0.0,Серые лесные,"(2024, '62.17.08.019.00')",1.0
62.17.08.020.00,Рязань,пашня,4.0,2024,Пар,"Залежь, лес",102.18,(нет сорта),Покупные,минимальная,2.0,0.0,0.0,0.0,0.0,Серые лесные,"(2024, '62.17.08.020.00')",1.0
62.17.08.021.00,Рязань,пашня,4.0,2024,"Залежь, лес","Залежь, лес",96.72,(нет сорта),Покупные,минимальная,2.0,0.0,0.0,0.0,0.0,Серые лесные,"(2024, '62.17.08.021.00')",1.0
62.17.08.022.00,Рязань,пашня,4.0,2024,Соя,"Залежь, лес",174.1,Аргента,Свои,минимальная,1.9,0.0,0.0,0.0,0.0,Серые лесные,"(2024, '62.17.08.022.00')",0.75
62.17.08.023.00,Рязань,пашня,4.0,2024,Яр.пшеница мягкая,"Залежь, лес",92.0,Ликамеро,Свои,минимальная,3.9,0.0,0.0,0.0,0.0,Серые лесные,"(2024, '62.17.08.023.00')",0.75
62.17.08.024.00,Рязань,пашня,4.0,2024,Яр.пшеница мягкая,"Залежь, лес",51.1,Ликамеро,Свои,минимальная,3.9,0.0,0.0,0.0,0.0,Серые лесные,"(2024, '62.17.08.024.00')",0.5
62.17.08.025.00,Рязань,пашня,3.0,2024,Пар,"Залежь, лес",35.8,(нет сорта),Покупные,минимальная,2.0,0.0,0.0,0.0,0.0,Серые лесные,"(2024, '62.17.08.025.00')",1.0
62.17.09.001.00,Рязань,пашня,4.0,2024,Яр.пшеница мягкая,"Залежь, лес",98.92,Ликамеро,Свои,минимальная,3.9,5.5,108.9,5.61,6.6,Серые лесные,"(2024, '62.17.09.001.00')",0.75
62.17.12.001.00,Рязань,пашня,4.0,2024,Яр.пшеница мягкая,"Залежь, лес",159.46,Ликамеро,Покупные,минимальная,3.9,5.83,141.9,5.61,7.92,Серые лесные,"(2024, '62.17.12.001.00')",1.0
62.17.12.002.00,Рязань,пашня,4.0,2024,Соя,"Залежь, лес",244.84,Аргента,Свои,минимальная,1.9,5.5,111.1,5.61,7.15,Серые лесные,"(2024, '62.17.12.002.00')",0.75
62.17.12.003.00,Рязань,пашня,4.0,2024,Чечевица зеленая,"Залежь, лес",27.21,Кермит,Свои,классическая с плугом,1.9,5.5,89.1,29.93,8.03,Серые лесные,"(2024, '62.17.12.003.00')",0.25
62.17.12.004.00,Рязань,пашня,4.0,2024,Чечевица зеленая,"Залежь, лес",133.67,Кермит,Свои,классическая с плугом,1.9,5.72,96.8,5.61,7.7,Серые лесные,"(2024, '62.17.12.004.00')",0.75
62.17.12.005.00,Рязань,пашня,4.0,2024,Соя,"Залежь, лес",113.96,Аргента,Свои,минимальная,1.9,5.61,146.3,5.61,7.48,Серые лесные,"(2024, '62.17.12.005.00')",0.5
62.17.12.006.00,Рязань,пашня,4.0,2024,Соя,"Залежь, лес",219.23,Аргента,Свои,минимальная,1.9,5.94,118.8,5.61,7.48,Серые лесные,"(2024, '62.17.12.006.00')",0.75
62.17.12.007.00,Рязань,пашня,4.0,2024,Подсолнечник,"Залежь, лес",62.66,ЛГ 59580,Покупные,минимальная,2.5,5.61,133.1,68.93,7.15,Серые лесные,"(2024, '62.17.12.007.00')",0.5
62.17.12.008.00,Рязань,пашня,4.0,2024,Подсолнечник,"Залежь, лес",229.87,Суоми,Покупные,минимальная,2.5,5.72,111.1,5.61,7.92,Серые лесные,"(2024, '62.17.12.008.00')",1.0
62.17.12.009.00,Рязань,пашня,4.0,2024,Подсолнечник,"Залежь, лес",23.02,ЛГ 59580,Покупные,минимальная,2.5,5.72,93.5,25.32,6.27,Серые лесные,"(2024, '62.17.12.009.00')",0.25
62.17.12.010.00,Рязань,пашня,4.0,2024,Подсолнечник,"Залежь, лес",180.55,Суоми,Покупные,минимальная,2.5,5.61,119.9,5.61,7.81,Серые лесные,"(2024, '62.17.12.010.00')",0.75
62.17.12.012.00,Рязань,пашня,4.0,2024,Подсолнечник,"Залежь, лес",382.0,Суоми,Покупные,минимальная,2.5,5.61,146.3,5.61,7.48,Серые лесные,"(2024, '62.17.12.012.00')",1.0
62.17.12.013.00,Рязань,пашня,4.0,2024,Яр.пшеница мягкая,"Залежь, лес",17.33,Ликамеро,Свои,минимальная,3.9,5.5,130.9,19.06,7.37,Серые лесные,"(2024, '62.17.12.013.00')",0.25
62.17.12.014.00,Рязань,пашня,4.0,2024,Яр.пшеница мягкая,"Залежь, лес",127.5,Ликамеро,Свои,минимальная,3.9,5.61,149.6,5.61,6.71,Серые лесные,"(2024, '62.17.12.014.00')",1.0
62.17.12.015.00,Рязань,пашня,4.0,2024,Оз.пшеница мягкая,"Залежь, лес",54.31,Альбирео,Свои,минимальная,4.9,6.05,111.1,59.74,7.15,Серые лесные,"(2024, '62.17.12.015.00')",0.75
62.17.12.016.00,Рязань,пашня,4.0,2024,Оз.пшеница мягкая,"Залежь, лес",50.16,Альбирео,Свои,минимальная,4.9,5.72,99.0,55.18,6.6,Серые лесные,"(2024, '62.17.12.016.00')",0.75
62.17.12.017.00,Рязань,пашня,4.0,2024,Оз.пшеница мягкая,"Залежь, лес",98.37,Альбирео,Свои,минимальная,4.9,5.94,165.0,5.61,6.82,Серые лесные,"(2024, '62.17.12.017.00')",1.0
62.17.12.018.00,Рязань,пашня,4.0,2024,Оз.пшеница мягкая,"Залежь, лес",16.36,Альбирео,Свои,минимальная,4.9,5.83,111.1,18.0,5.06,Серые лесные,"(2024, '62.17.12.018.00')",0.25
62.17.12.019.00,Рязань,пашня,4.0,2024,Оз.пшеница мягкая,"Залежь, лес",112.8,Альбирео,Свои,минимальная,4.9,5.5,104.5,5.61,7.26,Серые лесные,"(2024, '62.17.12.019.00')",1.0
62.17.12.020.00,Рязань,пашня,4.0,2024,Соя,"Залежь, лес",211.93,Аргента,Свои,минимальная,1.9,5.5,143.0,5.61,6.93,Серые лесные,"(2024, '62.17.12.020.00')",0.75
62.17.12.021.00,Рязань,пашня,4.0,2024,Подсолнечник,"Залежь, лес",156.7,Аркадия,Покупные,минимальная,2.5,5.39,85.8,63.15,6.71,Серые лесные,"(2024, '62.17.12.021.00')",0.75
62.17.12.022.00,Рязань,пашня,4.0,2024,Подсолнечник,"Залежь, лес",301.92,ЛГ 59580,Покупные,минимальная,2.5,5.5,140.8,5.61,7.04,Серые лесные,"(2024, '62.17.12.022.00')",1.0
62.17.12.023.00,Рязань,пашня,4.0,2024,Яр.пшеница мягкая,"Залежь, лес",100.45,Ликамеро,Свои,минимальная,3.9,5.39,85.8,5.61,7.48,Серые лесные,"(2024, '62.17.12.023.00')",0.75
62.17.12.024.00,Рязань,пашня,4.0,2024,Яр.пшеница мягкая,"Залежь, лес",100.94,Ликамеро,Свои,минимальная,3.9,5.72,148.5,5.61,7.04,Серые лесные,"(2024, '62.17.12.024.00')",0.75
62.17.12.025.00,Рязань,пашня,3.0,2024,Оз.пшеница мягкая,"Залежь, лес",51.03,Альбирео,Свои,минимальная,4.9,5.94,53.9,56.13,9.02,Серые лесные,"(2024, '62.17.12.025.00')",0.75
62.17.12.026.00,Рязань,пашня,3.0,2024,Оз.пшеница мягкая,"Залежь, лес",27.47,Альбирео,Свои,минимальная,4.9,6.16,56.1,30.22,8.25,Серые лесные,"(2024, '62.17.12.026.00')",0.5
62.17.12.027.00,Рязань,пашня,3.0,2024,Оз.пшеница мягкая,"Залежь, лес",65.88,Тайгета,Свои,минимальная,4.9,5.39,61.6,72.47,7.15,Серые лесные,"(2024, '62.17.12.027.00')",0.75
62.17.12.028.00,Рязань,пашня,4.0,2024,Оз.пшеница мягкая,"Залежь, лес",38.17,Тайгета,Свои,минимальная,4.9,5.5,53.9,41.99,6.93,Серые лесные,"(2024, '62.17.12.028.00')",0.5
62.17.12.029.00,Рязань,пашня,4.0,2024,Оз.пшеница мягкая,"Залежь, лес",157.62,Тайгета,Свои,минимальная,4.9,5.39,81.4,5.61,6.71,Серые лесные,"(2024, '62.17.12.029.00')",1.0
62.17.12.030.00,Рязань,пашня,4.0,2024,Оз.пшеница мягкая,"Залежь, лес",15.74,Альбирео,Свои,минимальная,4.9,5.5,93.5,17.31,7.37,Серые лесные,"(2024, '62.17.12.030.00')",0.25
62.17.12.031.00,Рязань,пашня,4.0,2024,Оз.пшеница мягкая,"Залежь, лес",68.89,Тайгета,Свои,минимальная,4.9,5.39,56.1,75.78,7.7,Серые лесные,"(2024, '62.17.12.031.00')",0.75
62.17.12.033.00,Рязань,пашня,4.0,2024,Соя,"Залежь, лес",94.99,Лидер,Свои,минимальная,1.9,5.61,110.0,5.61,6.93,Серые лесные,"(2024, '62.17.12.033.00')",0.5
62.17.12.034.00,Рязань,пашня,4.0,2024,Подсолнечник,"Залежь, лес",31.16,ЛГ 59580,Покупные,минимальная,2.5,5.61,79.2,34.28,6.71,Серые лесные,"(2024, '62.17.12.034.00')",0.25
62.17.12.035.00,Рязань,пашня,3.0,2024,Оз.пшеница мягкая,"Залежь, лес",138.49,Альбирео,Свои,минимальная,4.9,5.5,96.8,5.61,7.15,Серые лесные,"(2024, '62.17.12.035.00')",1.0
62.17.12.036.00,Рязань,пашня,4.0,2024,Оз.пшеница мягкая,"Залежь, лес",146.8,Альбирео,Свои,минимальная,4.9,5.61,94.6,5.61,7.26,Серые лесные,"(2024, '62.17.12.036.00')",1.0
62.17.12.037.00,Рязань,пашня,4.0,2024,Оз.пшеница мягкая,"Залежь, лес",108.54,Тайгета,Свои,минимальная,4.9,5.28,77.0,5.61,7.26,Серые лесные,"(2024, '62.17.12.037.00')",1.0
62.17.12.038.00,Рязань,пашня,4.0,2024,Подсолнечник,"Залежь, лес",26.0,Аркадия,Покупные,минимальная,2.5,5.28,48.4,28.6,6.71,Серые лесные,"(2024, '62.17.12.038.00')",0.25
62.17.12.039.00,Рязань,пашня,4.0,2024,Соя,"Залежь, лес",191.61,Аргента,Свои,минимальная,1.9,5.39,92.4,5.61,6.93,Серые лесные,"(2024, '62.17.12.039.00')",0.75
62.17.12.040.00,Рязань,пашня,4.0,2024,Соя,"Залежь, лес",145.79,Аргента,Свои,минимальная,1.9,5.83,165.0,5.61,7.15,Серые лесные,"(2024, '62.17.12.040.00')",0.75
62.17.12.041.00,Рязань,пашня,4.0,2024,Оз.пшеница мягкая,"Залежь, лес",83.38,Цефей,Свои,минимальная,4.9,5.83,48.4,91.72,7.92,Серые лесные,"(2024, '62.17.12.041.00')",0.75
62.17.12.042.00,Рязань,пашня,4.0,2024,Оз.пшеница мягкая,"Залежь, лес",172.15,Тайгета,Свои,минимальная,4.9,5.5,165.0,5.61,6.38,Серые лесные,"(2024, '62.17.12.042.00')",1.0
62.17.12.043.00,Рязань,пашня,4.0,2024,Оз.пшеница мягкая,"Залежь, лес",88.17,Альбирео,Свои,минимальная,4.9,5.39,71.5,96.99,7.37,Серые лесные,"(2024, '62.17.12.043.00')",0.75
62.17.12.044.00,Рязань,пашня,4.0,2024,Пар,"Залежь, лес",85.74,(нет сорта),Покупные,минимальная,2.0,5.72,103.4,94.31,7.48,Серые лесные,"(2024, '62.17.12.044.00')",1.0
